Latitude;Longitude;StationID;top(m);bot(m);grad(°C/km);k(W/mK);GHF(mW/m²);Err(mW/m²);Reference;DOI;DataQuality;Method;Comment
-84.4368;-162.8591;WGZ;0.2;1.4;;1.77;88;7;Begeman2017;https://doi.org/10.1002/2017gl075579;;unconsolidatedsediments;
-76.0667;164.8833;ANT008St6;2;3.4;98;0.68;66.3;5.2;Blackman1987;https://doi.org/10.1594/PANGAEA.802482;;unconsolidatedsediments;
-74.4833;168.1667;ANT009ST9;1;3.4;108;0.73;73.3;11.7;Blackman1987;https://doi.org/10.1594/PANGAEA.802482;;unconsolidatedsediments;
-77.85;166.675;DVDP-3/RossIsland;220;260;45;2.01;92;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.85;166.675;DVDP-3/RossIsland;160;220;37;2.26;84;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.85;166.675;DVDP-3/RossIsland;100;160;30;2.47;75;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.38;161.81;DVDP-6/LakeVida;60;190;33;2.64;88;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.38;161.81;DVDP-6/LakeVida;260;305;26;3.39;85;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.38;161.81;DVDP-6/LakeVida;190;305;26;3.39;85;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.5783;163.5117;DVDP-8NewHarbor;30;135;64;1.92;124;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.5783;163.5117;DVDP-10NewHarbor;60;160;61;1.92;117;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.59;163.4117;DVDP-11/Commonwe;100;310;48;1.92;92;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.6333;162.8533;DVDP-12/LakeLeon;165;185;29;3.47;100;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.54;161.4067;DVDP-14/NorthFork;30;60;48;2.93;142;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.4367;164.38;DVDP-15/McMurdoSo;130;155;32;2.93;73;;Bucher1980;https://doi.pangaea.de/10.1594/PANGAEA.806603;;borehole;
-77.00598;163.71945;CRP-2/2A;10;624;24;2.1?;50;;Bücker2000;https://epic.awi.de/id/eprint/27394/1/Bck2000a.pdf;;borehole;
-77.006;163.719;CRP-3;;;;2.1;60;;Bücker2001;https://epic.awi.de/id/eprint/27393/1/Bck2001a.pdf;;borehole;
-68.85;77.83;RauerIslands;;;;;40;;Carson2014;https://doi.org/10.1144/jgs2013-030;;radiogenicheatproduction;
-68.68;78.25;VestfoldHills;;;;;31;;Carson2014;https://doi.org/10.1144/jgs2013-030;;radiogenicheatproduction;
-79.46765;-112.085617;WAISDivide;;;;;240;;Clow2012;http://adsabs.harvard.edu/abs/2012AGUFM.C31A0577C;;iceborehole;AGUabstract.notpublishedduetolargeuncertainty
-66.7666667;112.8;DomeSummitSouth(DSS);0;1200;;;75;0.6;Dahl-Jensen1999;https://doi.org/10.3189/172756499781821102;;iceborehole;
-77.6;-119.1;ThwaitesGlacier;;;;;97;;Damiani2014;https://doi.org/10.1016/j.epsl.2014.09.023;;gravity;
-76.6;-117.7;ThwaitesGlacier;;;;;97;;Damiani2014;https://doi.org/10.1016/j.epsl.2014.09.023;;gravity;
-75.68;160.8033;Mt.Billing;;120;12;2.1;25;;Delisle1994;https://doi.org/10.1594/PANGAEA.806779;;unconsolidatedsediments;
-75.6583;161.2133;Mt.Howard;;83;24;2.1;50;;Delisle1994;https://doi.org/10.1594/PANGAEA.806779;;iceborehole;
-75.7583;158.84;RickerHills;;51;13;2.1;27;;Delisle1994;https://doi.org/10.1594/PANGAEA.806779;;iceborehole;
-81.658;-148.809;SipleDome;;;;;69;1;Engelhardt2004;https://doi.org/10.3189/172756504781830105;;iceborehole;
-84.24;-153.69;LakeWhillans;;0.78;;1.36;285;80;Fisher2015;https://doi.org/10.1126/sciadv.1500093;;unconsolidatedsediments;
-84.24;-153.69;LakeWhillans;0;770;50;2.1;105;13;Fisher2015;https://doi.org/10.1126/sciadv.1500093;;unconsolidatedsediments;
-79.46765;-112.085617;WAISDivide;;;;;180;40;Fisher2015;https://doi.org/10.1126/sciadv.1500093;;iceborehole;EstimatesfromFudgeetal..2013.Nature.FishersatetsaGHFrangeof140to220mW/m²
-82.375;-168.625;RossIceShelfJ-9Hole;0.1;2.1;67;0.816;54;;Foster1978;shorturl.at/luEO0;;unconsolidatedsediments;
-82.37500;-161.70600;RooseveltIslandClimateEvolution(RICE)icecoresite;;746;;;84;13;Fudge2019;https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2019GL084332;;iceborehole;
;;EngelhardtRidge;;;;;85;11;Fudge2019;https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2019GL084332;;modeled;
;;ShabtaieRidge;;;;;71;10;Fudge2019;https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2019GL084332;;modeled;
-80.0166667;-119.516667;ByrdStation;50;2164;32.5;;75;;Gow1968;https://doi.org/10.1126/science.161.3845.1011;;iceborehole;
-77.3169444;39.703333;DomeFuji;0;3090;;;59;;Hondoh2002;https://doi.org/10.3189/172756402781817013;;iceborehole;
-77.889444;167.089333;ANDRILLAND-1B;0;1285;67.7;1.5;115;;Morin2010;https://doi.org/10.1130/ges00512.1;;borehole;
-64.201667;-57.685;JamesRossIsland;0;363.9;;;50;;Mulvaney2012;https://doi.org/10.1038/nature11391;;iceborehole;
-70.583333;-60.9333333;DollemanIsland1;0;133;;;100;;Nicholls&Paren1993;"https://doi.org/10.1175/1520-0442(1993)006<0141:ETAMRU>2.0.CO;2";;iceborehole;Statethat55mW/m²morelikely
-70.5;-65.0166667;DyerPlateau2;0;108;;;100;;Nicholls&Paren1993;"https://doi.org/10.1175/1520-0442(1993)006<0141:ETAMRU>2.0.CO;2";;iceborehole;
-90;0;AMANDASouthP;0;2345;;;61;1;Price2002;https://doi.org/10.1073/pnas.082238999;;iceborehole;calculateheattransferdowntobaseat2810
-77.83;166.675;HutPointPeninsula;1.52;7.47;79.7;1.73;164;60;Risk&Hochstein1974;https://doi.org/10.1080/00288306.1973.10421586;;borehole;long-term(2.4years)bedrockboreholetemperatureobservation
-77.85;166.8;PramPointatScottBase;0.3;0.91;70.5;2.092;167.47;;Robertson&McDonald1962;https://www.tandfonline.com/doi/abs/10.1080/00288306.1962.10417639;;electricalresistivity;convertedfrom40µcal/cm²sec
-78.45;106.87;Vostok;;2755;;2.55;53;;Salamatin1998;https://doi.org/10.1029/97JD02253;;iceborehole;
-77.758141;165.27675;ANDRILLAND-2A;0;1138;51.9;1.57;81.5;;Schröder2011;https://doi.org/10.1130/ges00690.1;;borehole;
-77.5833;164.3833;MSSTS1;0;140;35;2?;70;;Sissons1980;http://nzetc.victoria.ac.nz/tm/scholarly/tei-VUW1979-80Anta-t3.html;;borehole;
-79.43;-163.33;Rooseveltsouthwest;;;;;70;;Thomas1980;https://doi.org/10.3189/S0022143000010273;;glaciologicalmodel;alongprofileacrossRooseveltisland
-79.099;-161.27;Rooseveltnortheast;;;;;50;;Thomas1980;https://doi.org/10.3189/S0022143000010273;;glaciologicalmodel;alongprofileacrossRooseveltisland
-74;125.15;LakeConcordia;;;;2.1;50;;Tikku2005;https://doi.org/10.3189/172756505781829494;;radar;
-77.089333;164.498861;CIROS-1;150;600;40;2;80;;White1989;https://doi.org/10.1594/PANGAEA.807847;;borehole;
-66.033333;-64.066667;LARISSASiteBeta.BrucePlateau;2.5;420.94;;;80;;Zagorodnov2012;https://doi.org/10.5194/tc-6-675-2012;;iceborehole;
-68.6447217;-107.525005;U1532A;34;150;54;1.8;97.2;;Gohl2019;http://publications.iodp.org/preliminary_report/379/379PR.PDF;;borehole;
-74.2175;-173.633;U1524;51.5;137;58;0.93;53.7;;McKay2018;http://publications.iodp.org/preliminary_report/374/374PR.PDF;;borehole;
-53.1896667;-58.7608333;U1534;;<115.7;;;49;;Weber2019;https://iodp.tamu.edu/scienceops/sitesumm/382/382_ss1534.html;;borehole;
-53.1915;-58.6433333;U1535;;;;;41;;Weber2019;https://iodp.tamu.edu/scienceops/sitesumm/382/382_ss1535.html;;borehole;
-57.442;-43.3578333;U1538;;;;;;;Weber2019;https://iodp.tamu.edu/scienceops/sitesumm/382/382_ss1538.html;;borehole;"""FormationtemperaturemeasurementsweretakenwithCoresU1538A-6H.9H.12H.15H.and18Hwiththeadvancedpistoncorertemperaturetool(APCT-3).yieldingtemperaturesof4.85°–13.8°C."""
-74.5087;-134.1226;HF1;0;2.84;38;1;38;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.8332;-103.499;HF2;0;2.84;18.2;0.94;17.1;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.7413;-104.3923;HF3;0;2.84;11.7;0.94;11;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.7473;-105.2005;HF4;0;2.84;26.5;0.94;24.9;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.6696;-106.6065;HF5;0;2.84;31.6;0.94;29.7;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.6017;-106.6113;HF6;0;2.84;54.9;0.94;51.6;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.3333;-106;HF7;0;2.84;54.6;0.94;51.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.2088;-105.5499;HF8;0;2.84;44.4;0.94;41.8;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.1388;-106.7303;HF9;0;2.84;56.8;0.94;53.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.0015;-105.6923;HF10;0;2.84;30.5;0.94;28.7;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.0417;-106.1847;HF12;0;2.84;33;0.94;31;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-73.5238;-106.2004;HF13;0;2.84;46.2;0.94;43.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-73.5286;-106.1978;HF14;0;2.84;24.1;0.94;22.7;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-73.5187;-106.2015;HF15;0;2.84;25.7;0.94;24.2;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-73.5209;-106.2015;HF16;0;2.84;10.7;0.94;10.1;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-73.5181;-106.2049;HF17;0;2.84;58.3;0.78;45.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-71.8796;-103.3874;HF18;0;2.84;30.3;0.94;28.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-71.7448;-103.3282;HF19;0;2.84;60.1;0.94;56.5;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-71.4534;-103.0007;HF20;0;2.84;27.8;0.94;26.1;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-71.0663;-102.3667;HF21;0;2.84;32.4;0.94;30.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-71.8963;-105.6188;HF22;0;2.84;59.3;0.94;55.8;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.5342;-102.6117;HF23;0;2.84;5.8;0.95;5.5;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-74.6113;-105.8522;HF24;0;2.84;15.6;0.94;14.6;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-72.8327;-106.5022;HF25;0;2.84;34;0.94;31.9;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-70.3643;-113.9573;HF26;0;2.84;54.4;1.00;54.4;;Dziadek2017;https://doi.org/10.1002/2016GC006755;;unconsolidatedsediments;
-56.5667;34.1833;C11-44;0;11;300;0.77;229;;Anderson1977;https://doi.org/10.1594/PANGAEA.796541;;unconsolidatedsediments;
-56.3;51.9667;C11-45;0;11;19;0.72;14;;Anderson1977;https://doi.org/10.1594/PANGAEA.796541;;unconsolidatedsediments;
-52.7;54;C11-47;0;11;90;0.72;65;;Anderson1977;https://doi.org/10.1594/PANGAEA.796541;;unconsolidatedsediments;
-50.4667;59.5833;C11-48;0;7;360;0.75;271;;Anderson1977;https://doi.org/10.1594/PANGAEA.796541;;unconsolidatedsediments;
-50.3167;61.2;C11-49;0;11;120;0.68;81;;Anderson1977;https://doi.org/10.1594/PANGAEA.796541;;unconsolidatedsediments;
-61.4617;170.1817;GEOSECS7-1;;2;87;0.68;59;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-61.0717;170.1033;GEOSECS7-2;;2;140;0.68;95;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-62.4667;170.05;GEOSECS7-3;;2;116;0.75;87;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-62.9833;170;GEOSECS7-4;;2;142;0.75;106;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-64.1333;169.9833;GEOSECS7-6;;2;154;0.75;116;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-64.6333;170;GEOSECS7-7;;2;150;0.75;113;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-69.0333;-172.9667;GEOSECS7-8;;2;69;0.69;47;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-67.7333;-174;GEOSECS7-9;;2;104;0.69;69;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-61.9867;-174;GEOSECS7-10;;2;103;0.67;69;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-59;-175.5833;GEOSECS7-11;;2;247;0.71;176;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-55.6;-175.82;GEOSECS7-12;;2;84;0.72;60;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-55.1417;-176.1333;GEOSECS7-13;;2;96;0.72;69;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-54;-176.75;GEOSECS7-14;;2;103;0.72;74;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-53.1333;-177.5917;GEOSECS7-15;;2;99;0.75;75;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-53.2167;-178.1567;GEOSECS7-16;;2;89;0.75;67;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-57.9667;168.8833;MONSOON7-50;;1;55;0.79;44;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-60.9667;170.2833;MONSOON7-51;;2;131;0.68;89;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-63.0833;178.4667;MONSOON7-52;;2;52;0.66;34;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-64.2167;-165.9;MONSOON7-53;;2;72;0.69;49;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-63.2833;-166.9167;MONSOON7-54;;1;61;0.7;43;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-54.5167;-177.1833;MONSOON7-57;;2;67;0.72;48;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-51.1;179.8167;MONSOON7-58;;2;70;0.75;53;;Anderson1978;https://doi.org/10.1594/PANGAEA.796276;;unconsolidatedsediments;
-75.0208;165.91944;Drygalsky02;;3;94;1.3;125;6;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
-75.06;165.71;Drygalsky02;;3;95;1.3;121;3;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
-75.13;165.29;Drygalsky03;;2;57;0.9;51;;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
-76.12;165.12;TerrorRift04;;4;77;1.3;100;9;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
-76.16;165.09;TerrorRift05;;4;83;1.1;91;1;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
-76.16;165.07;TerrorRift06;;4;109;0.9;98;3;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
-76.1;164.99;TerrorRift07;;3;72;1.1;78;;DellaVedova1992;http://archives.datapages.com/data/circ_pac/6/179_b.pdf;;unconsolidatedsediments;
